x (ft),y (ft),description,img_last4,neck,seat_track,seat_height
6.994383202,10.17919948,,0000,50th_male,mid,mid
6.994383202,10.17919948,,0000,50th_male,mid,mid
6.804678478,10.28872375,,0000,50th_male,mid,mid
6.804678478,10.28872375,,0000,50th_male,mid,mid
6.635833333,10.33018045,,0000,50th_male,mid,mid
6.635833333,10.33018045,,0000,50th_male,mid,mid
6.489051837,10.30378609,,0000,50th_male,mid,mid
6.489051837,10.30378609,,0000,50th_male,mid,mid
8.268467848,10.50704724,,0000,50th_male,mid,mid
8.268467848,10.50704724,,0000,50th_male,mid,mid
30.57335958,-6.8407021,,0000,50th_male,mid,mid
30.57335958,-6.8407021,,0000,50th_male,mid,mid
29.98194226,-6.775839895,,0000,50th_male,mid,mid
29.88572507,-6.752896982,,0000,50th_male,mid,mid
29.79014436,-6.730111549,,0000,50th_male,mid,mid
29.79014436,-6.730111549,,0000,50th_male,mid,mid
29.23000984,-6.669169948,,0000,50th_male,mid,mid
29.04822835,-6.649393045,,0000,50th_male,mid,mid
28.69173885,-6.63433727,,0000,50th_male,mid,mid
28.43040026,-6.593927165,,0000,50th_male,mid,mid
28.17406824,-6.577565617,,0000,50th_male,mid,mid
27.9225853,-6.561512467,,0000,50th_male,mid,mid
27.35394029,-6.48761811,,0000,50th_male,mid,mid
27.19596457,-6.447877297,,0000,50th_male,mid,mid
27.0399147,-6.408618766,,0000,50th_male,mid,mid
26.8093832,-6.35062336,,0000,50th_male,mid,mid
26.8093832,-6.35062336,,0000,50th_male,mid,mid
26.28740814,-6.1544521,,0000,50th_male,mid,mid
26.21460302,-6.114770341,,0000,50th_male,mid,mid
26.14222769,-6.096817585,,0000,50th_male,mid,mid
25.99874344,-5.997125984,,0000,50th_male,mid,mid
25.64729003,-5.86875,,0000,50th_male,mid,mid
25.64729003,-5.86875,,0000,50th_male,mid,mid
25.50952428,-5.793307087,,0000,50th_male,mid,mid
25.37333661,-5.718723753,,0000,50th_male,mid,mid
25.17194554,-5.608428478,,0000,50th_male,mid,mid
25.10557087,-5.572080052,,0000,50th_male,mid,mid
24.97394357,-5.499993438,,0000,50th_male,mid,mid
24.97394357,-5.499993438,,0000,50th_male,mid,mid
24.77924541,-5.393366142,,0000,50th_male,mid,mid
24.46187008,-5.219557087,,0000,50th_male,mid,mid
24.46187008,-5.219557087,,0000,50th_male,mid,mid
24.27558399,-5.038120079,,0000,50th_male,mid,mid
24.21416995,-4.984895013,,0000,50th_male,mid,mid
24.15307743,-4.951712598,,0000,50th_male,mid,mid
24.09232612,-4.938395669,,0000,50th_male,mid,mid
24.03189304,-4.80730643,,0000,50th_male,mid,mid
23.97178806,-4.735688976,,0000,50th_male,mid,mid
23.85253609,-4.535144357,,0000,50th_male,mid,mid
23.85253609,-4.437723097,,0000,50th_male,mid,mid
